,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7794,33,Kemp Road,Lucy,Nelson,24,Wife,Married,f,"Designer, television/film set",None,Christian
7795,34,Kemp Road,Gerald,Morris,66,Head,Married,Male,"Engineer, civil (consulting)",None,Christian
7796,34,Kemp Road,Valerie,Lewis,59,Wife,Married,Female,Immunologist,None,Christian
7797,35,Kemp Road,Denise,Hughes,44,Head,Single,Female,Unemployed,None,None
7798,35,Kemp Road,Jay,Hughes,11,Son,NA,Male,Student,None,NA
7799,36,Kemp Road,Jay,Miller,62,Head,Married,Male,"Programmer, applications",None,Muslim
7800,36,Kemp Road,Sheila,Miller,62,Wife,Married,Female,Retail buyer,None,Muslim
7801,36,Kemp Road,Kathryn,Miller,26,Daughter,Single,Female,Newspaper journalist,None,Muslim
7802,36,Kemp Road,Gillian,Miller,22,Daughter,Single,Female,University Student,None,None
7803,36,Kemp Road,Emma,Miller,17,Daughter,NA,Female,Student,None,NA
7804,37,Kemp Road,Lauren,Hill,50,Head,Married,Female,Print production planner,None,Christian
7805,37,Kemp Road,Denis,Hill,57,Husband,Married,Male,Chief Strategy Officer,None,Christian
7806,37,Kemp Road,Shirley,Hill,18,Daughter,Single,Female,Student,None,None
7807,37,Kemp Road,Ruth,Hill,15,Daughter,NA,Female,Student,None,NA
7808,37,Kemp Road,Christopher,Hill,12,Son,NA,Male,Student,None,NA
7809,38,Kemp Road,Justin,Porter,28,Head,Single,Male,Market researcher,None,Christian
7810,39,Kemp Road,Sharon,Booth,61,Head,Married,Female,Emergency planning/management officer,None,None
7811,39,Kemp Road,Lee,Booth,66,Husband,Married,Male,Unemployed,None,None
7812,40,Kemp Road,Elizabeth,Hardy,38,Head,Divorced,Female,Occupational hygienist,None,Catholic
7813,40,Kemp Road,Michelle,Hardy,17,Daughter,NA,Female,Student,None,NA
7814,40,Kemp Road,Amy,Hardy,16,Daughter,NA,Female,Student,None,NA
7815,40,Kemp Road,Louis,Hardy,14,Son,NA,Male,Student,None,NA
7816,40,Kemp Road,Dennis,Hardy,12,Son,NA,Male,Student,None,NA
7817,41,Kemp Road,Brett,Duncan,50,Head,Married,Male,Chief Technology Officer,None,Catholic
7818,41,Kemp Road,Teresa,Duncan,51,Wife,Married,Female,Musician,None,Catholic
7819,42,Kemp Road,Callum,Morgan,18,Head,Single,Male,Student,None,NA
7820,43,Kemp Road,Mitchell,Cole,38,Head,Single,Male,General practice doctor,None,Christian
7821,43,Kemp Road,Beth,Craig,36,Partner,Single,Female,Equality and diversity officer,None,Christian
7822,44,Kemp Road,Arthur,Butcher,70,Head,Widowed,Male,"Retired Loss adjuster, chartered",None,None
7823,45,Kemp Road,Hazel,Godfrey,52,Head,Married,Female,Immigration officer,None,Christian
7824,45,Kemp Road,Raymond,Godfrey,52,Husband,Married,Male,Barrister,None,None
7825,45,Kemp Road,Jay,Godfrey,21,Son,Widowed,Male,University Student,None,None
7826,45,Kemp Road,Denis,Godfrey,15,Son,NA,Male,Student,None,NA
7827,46,Kemp Road,Maria,Harrison,60,Head,Single,Female,Unemployed,None,Christian
7828,46,Kemp Road,Jack,Harrison,36,Son,Single,Male,Museum/gallery exhibitions officer,None,Christian
7829,47,Kemp Road,Leah,Harding,54,Head,Single,Female,Structural engineer,None,Methodist
7830,47,Kemp Road,Joe,Wilson,56,Partner,Single,Male,Editorial assistant,None,Methodist
7831,47,Kemp Road,Peter,Harding,30,Son,Single,Male,Housing manager/officer,None,Methodist
7832,47,Kemp Road,Marilyn,Harding,23,Daughter,Single,Female,"Engineer, civil (consulting)",None,Methodist
7833,47,Kemp Road,Joanna,Harding,22,Daughter,Single,Female,University Student,None,Methodist
7834,47,Kemp Road,Marc,Harding,11,Son,NA,Male,Student,None,NA
7835,48,Kemp Road,Karen,Young,34,Head,Widowed,Female,Unemployed,None,Christian
7836,48,Kemp Road,Michael,O'Brien,51,Lodger,D,Male,"Conservation officer, nature",None,Christian
7837,48,Kemp Road,Suzanne,Hall,33,Lodger,Single,Female,"Scientist, research (physical sciences)",None,None
7838,49,Kemp Road,Samantha,Coles,26,Head,Divorced,Female,Unemployed,None,Catholic
7839,49,Kemp Road,Catherine,Coles,0,Daughter,NA,Female,Child,None,NA
7840,49,Kemp Road,Julian,Coles,0,Son,NA,Male,Child,None,NA
7841,50,Kemp Road,Harriet,Benson,36,Head,Married,Female,"Engineer, agricultural",None,Christian
7842,50,Kemp Road,Victor,Benson,40,Husband,Married,Male,"Scientist, marine",None,Christian
7843,50,Kemp Road,Hugh,Anderson,3,Son,NA,Male,Child,None,NA
7844,50,Kemp Road,Mark,Wilkinson,56,Lodger,Single,Male,Arts administrator,None,Catholic
7845,51,Kemp Road,Justin,Richards,65,Head,Single,Male,Stage manager,None,Methodist
7846,52,Kemp Road,Gillian,Howard,34,Head,Married,Female,"Education officer, community",None,Catholic
7847,52,Kemp Road,Charles,Howard,37,Husband,Married,Male,Dance movement psychotherapist,None,None
7848,52,Kemp Road,Phillip,Howard,2,Son,NA,Male,Child,None,NA
7849,52,Kemp Road,Kyle,Howard,0,Son,NA,Male,Child,None,NA
7850,52,Kemp Road,Sandra,Sims,38,Lodger,Single,Female,Fine artist,None,Christian
7851,53,Kemp Road,Ian,Williams,54,Head,Divorced,Male,Unemployed,None,Christian
7852,53,Kemp Road,Steven,Williams,23,Son,Divorced,Male,"Accountant, chartered",None,Christian
7853,54,Kemp Road,Ruth,Parker,74,Head,Widowed,Female,Retired Camera operator,None,Christian
7854,54,Kemp Road,Lynn,Parker,37,Daughter,Single,Female,Unemployed,None,None
7855,55,Kemp Road,Hayley,Ryan,44,Head,Single,Female,Unemployed,None,None
7856,55,Kemp Road,Mark,Ryan,24,Son,Single,Male,Fine artist,None,None
7857,55,Kemp Road,Zoe,Ryan,22,Daughter,Single,Female,University Student,None,None
7858,56,Kemp Road,Sarah,Hunt,37,Head,Single,Female,Exhibition designer,None,Methodist
7859,56,Kemp Road,Danielle,Hunt,16,Daughter,NA,Female,Student,None,NA
7860,57,Kemp Road,Jordan,Norton,68,Head,Divorced,Male,Retired Arts development officer,None,Christian
7861,57,Kemp Road,James,Smith,16,Grandson,NA,Male,Student,None,NA
7862,1,Dockers Lane,Stuart,Banks,40,Head,Single,Male,Tourism officer,None,None
7863,1,Dockers Lane,Dawn,Johnson,40,Partner,Single,Female,Warehouse manager,None,None
7864,2,Dockers Lane,Jennifer,Stevenson,92,Head,Married,Female,Retired Licensed conveyancer,None,None
7865,2,Dockers Lane,Thomas,Stevenson,99,Husband,Married,Male,Retired Toxicologist,None,None
7866,3,Dockers Lane,Martyn,Brown,43,Head,Single,Male,Unemployed,None,None
7867,4,Dockers Lane,Olivia,Barnes,38,Head,Divorced,Female,Unemployed,None,Catholic
7868,4,Dockers Lane,Barry,Barnes,16,Son,NA,Male,Student,None,NA
7869,4,Dockers Lane,Lauren,Barnes,13,Daughter,NA,Female,Student,None,NA
7870,4,Dockers Lane,Ellie,Barnes,10,Daughter,NA,Female,Student,None,NA
7871,5,Dockers Lane,Lynn,Simpson,30,Head,Married,Female,"Nurse, mental health",None,None
7872,5,Dockers Lane,Gareth,Simpson,30,Husband,Married,Male,Investment analyst,None,None
7873,5,Dockers Lane,Samuel,Simpson,3,Son,NA,Male,Child,None,NA
7874,6,Dockers Lane,Abdul,Moss,30,Head,Single,Male,Physiotherapist,None,Christian
7875,6,Dockers Lane,Tracey,Carter,30,Partner,Single,Female,Unemployed,None,Christian
7876,7,Dockers Lane,Margaret,Lewis,63,Head,Married,Female,Food technologist,None,None
7877,7,Dockers Lane,Jack,Lewis,68,Husband,Married,Male,Retired Cytogeneticist,None,None
7878,8,Dockers Lane,Charlie,Davies,19,Head,Divorced,Male,University Student,None,None
7879,8,Dockers Lane,Christopher,Davies,2,Son,NA,Male,Child,None,NA
7880,9,Dockers Lane,Natalie,Williams,72,Head,Widowed,Female,Retired Architect,None,Christian
7881,10,Dockers Lane,Lindsey,Roberts,35,Head,Divorced,Female,"Engineer, energy",None,Catholic
7882,11,Dockers Lane,Lauren,Page,80,Head,Widowed,Female,Retired Communications engineer,None,None
7883,12,Dockers Lane,Jayne,Bell,64,Head,Single,Female,Astronomer,None,Christian
7884,13,Dockers Lane,Katie,Hall,31,Head,Married,Female,Unemployed,None,Methodist
7885,13,Dockers Lane,Julian,Hall,31,Husband,Married,Male,Metallurgist,None,Methodist
7886,13,Dockers Lane,David,Hall,10,Son,NA,Male,Student,None,NA
7887,14,Dockers Lane,Teresa,Wilson,51,Head,Married,Female,"Buyer, retail",None,Catholic
7888,14,Dockers Lane,Dennis,Wilson,49,Husband,Married,male,"Surveyor, planning and development",None,None
7889,14,Dockers Lane,Lindsey,Wilson,17,Daughter,NA,Female,Student,None,NA
7890,15,Dockers Lane,Suzanne,Williams,79,Head,Widowed,Female,"Retired Engineer, drilling",None,Christian
7891,16,Dockers Lane,Lynne,Smith,76,Head,W,Female,"Retired Psychotherapist, dance movement",None,None
7892,16,Dockers Lane,Stephanie,Smith,48,Daughter,Single,Female,"Psychologist, sport and exercise",None,None
7893,17,Dockers Lane,Sam,Sinclair,47,Head,Single,Male,Metallurgist,None,Muslim
7894,18,Dockers Lane,Diana,Houghton,34,Head,Married,Female,Freight forwarder,None,None
7895,18,Dockers Lane,Glenn,Houghton,37,Husband,Married,Male,Neurosurgeon,None,None
7896,19,Dockers Lane,Teresa,Smith,31,Head,Divorced,Female,"Exhibitions officer, museum/gallery",None,Catholic
7897,20,Dockers Lane,Mitchell,Reed,26,Head,Married,Male,Sales executive,None,None
7898,20,Dockers Lane,Danielle,Reed,25,Wife,Married,Female,"Engineer, agricultural",None,None
7899,21,Dockers Lane,Amelia,Pearson,47,Head,Married,Female,Early years teacher,None,Catholic
7900,21,Dockers Lane,Graham,Pearson,49,Husband,Married,Male,"Therapist, sports",None,None
7901,21,Dockers Lane,Ronald,Pearson,12,Son,NA,Male,Student,None,NA
7902,22,Dockers Lane,Jennifer,Gibson,43,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,None
7903,23,Dockers Lane,Marcus,Clarke,18,Head,Single,Male,Student,None,NA
7904,24,Dockers Lane,Gail,Miller,40,Head,Married,Female,Haematologist,None,Methodist
7905,24,Dockers Lane,Toby,Miller,39,Husband,Married,Male,Osteopath,None,None
7906,24,Dockers Lane,Anthony,Miller,15,Son,NA,Male,Student,None,NA
7907,24,Dockers Lane,Martin,Miller,6,Son,NA,Male,Student,None,NA
7908,25,Dockers Lane,Pamela,Simpson,35,Head,Single,Female,Aeronautical engineer,None,Catholic
7909,25,Dockers Lane,Gerald,Wilson,34,Partner,Single,Male,Insurance underwriter,None,Catholic
7910,26,Dockers Lane,Victor,Pearson,31,Head,Divorced,Male,Translator,None,None
7911,27,Dockers Lane,Phillip,Palmer,42,Head,Married,Male,Dancer,None,None
7912,27,Dockers Lane,Kirsty,Palmer,40,Wife,Married,Female,Emergency planning/management officer,None,None
7913,28,Dockers Lane,Teresa,Walker,78,Head,Widowed,Female,"Retired Doctor, general practice",None,None
7914,1,Farthing Ridges,Adam,Booth,50,Head,Married,Male,Further education lecturer,None,None
7915,1,Farthing Ridges,Katherine,Booth,44,Wife,Married,Female,"Journalist, magazine",None,None
7916,1,Farthing Ridges,Max,Booth,26,Son,Single,Male,Equality and diversity officer,None,None
7917,1,Farthing Ridges,Scott,Booth,23,Son,Single,Male,"Designer, blown glass/stained glass",None,None
7918,2,Farthing Ridges,Sara,Spencer,42,Head,Single,Female,Unemployed,None,None
7919,2,Farthing Ridges,Kathryn,Spencer,9,Daughter,NA,Female,Student,None,NA
7920,3,Farthing Ridges,Matthew,Simpson,64,Head,Divorced,Male,Air cabin crew,None,Methodist
7921,4,Farthing Ridges,Paige,Vaughan,40,Head,Married,Female,Chief Executive Officer,None,Christian
7922,4,Farthing Ridges,Glenn,Vaughan,44,Husband,Married,Male,Forest/woodland manager,None,Christian
7923,4,Farthing Ridges,Ronald,Vaughan,10,Son,NA,Male,Student,None,NA
7924,5,Farthing Ridges,Lindsey,Duncan,19,Head,Single,Female,University Student,None,Catholic
7925,5,Farthing Ridges,Sandra,Watts,22,None,Single,Female,University Student,None,None
7926,5,Farthing Ridges,Marilyn,Kaur,18,None,Single,Female,University Student,None,None
7927,6,Farthing Ridges,Lynn,Lord,59,Head,Married,Female,IT trainer,None,None
7928,6,Farthing Ridges,Jake,Lord,59,Husband,Married,Male,Unemployed,None,None
7929,6,Farthing Ridges,Chelsea,Lord,38,Daughter,Divorced,Female,Telecommunications researcher,None,None
7930,6,Farthing Ridges,Gillian,Lord,35,Daughter,Single,Female,Unemployed,None,None
7931,7,Farthing Ridges,Mandy,Moss,51,Head,Single,Female,"Designer, jewellery",None,Catholic
7932,7,Farthing Ridges,Anna,Moss,12,Daughter,NA,Female,Student,None,NA
7933,7,Farthing Ridges,Alice,Moss,11,Daughter,NA,Female,Student,None,NA
7934,7,Farthing Ridges,Josh,Moss,7,Son,NA,Male,Student,None,NA
7935,8,Farthing Ridges,Stacey,Jackson,37,Head,Married,Female,Garment/textile technologist,None,Christian
7936,8,Farthing Ridges,Alan,Jackson,39,Husband,Married,Male,Multimedia specialist,None,Christian
7937,8,Farthing Ridges,David,Cook,25,Lodger,Single,Male,Technical brewer,None,Christian
7938,9,Farthing Ridges,Debra,Bibi,82,Head,Married,Female,"Retired Librarian, public",None,Christian
7939,9,Farthing Ridges,Russell,Bibi,84,Husband,Married,Male,"Retired Physicist, medical",None,Christian
7940,9,Farthing Ridges,Geoffrey,Bibi,41,Son,Single,Male,Ergonomist,None,Christian
7941,9,Farthing Ridges,Beth,Bibi,38,Daughter,Single,Female,Recruitment consultant,None,Christian
7942,9,Farthing Ridges,Jessica,Bibi,30,Daughter,Single,Female,Event organiser,None,Christian
7943,10,Farthing Ridges,Rachel,Rose,32,Head,Divorced,Female,Applications developer,None,Catholic
7944,10,Farthing Ridges,Leanne,Rose,5,Daughter,NA,Female,Student,None,NA
7945,10,Farthing Ridges,Glenn,Morris-Rose,2,Son,NA,Male,Child,None,NA
7946,11,Farthing Ridges,Lindsey,Holloway,82,Head,Married,Female,"Retired Engineer, communications",None,None
7947,11,Farthing Ridges,Roger,Holloway,87,Husband,Married,Male,Retired Financial trader,None,None
7948,12,Farthing Ridges,Alice,Knight,41,Head,Married,Female,"Engineer, communications",None,Christian
7949,12,Farthing Ridges,Gordon,Knight,37,Husband,Married,Male,Corporate investment banker,None,Christian
7950,12,Farthing Ridges,Malcolm,Knight,4,Son,NA,Male,Child,None,NA
7951,12,Farthing Ridges,Sheila,Knight,3,Daughter,NA,Female,Child,None,NA
7952,13,Farthing Ridges,Beth,Morris,51,Head,Single,Female,Unemployed,None,Christian
7953,13,Farthing Ridges,Colin,Morris,15,Son,NA,Male,Student,None,NA
7954,13,Farthing Ridges,Harry,Lawson-Morris,11,Son,NA,Male,Student,None,NA
7955,14,Farthing Ridges,Edward,Chapman,26,Head,Single,Male,Unemployed,None,None
7956,14,Farthing Ridges,Jeremy,Bentley,50,None,Single,Male,"Surveyor, building control",None,None
7957,15,Farthing Ridges,Jade,Thompson,78,Head,Married,Female,"Retired Engineer, petroleum",None,Catholic
7958,15,Farthing Ridges,Roy,Thompson,79,Husband,Married,Male,Retired Web designer,None,None
7959,15,Farthing Ridges,Vincent,Smith,22,Grandson,Single,Male,University Student,None,Catholic
7960,15,Farthing Ridges,Peter,Jones,20,Grandson,Single,Male,University Student,None,None
7961,16,Farthing Ridges,Samantha,Brown,46,Head,Single,Female,Economist,None,Catholic
7962,16,Farthing Ridges,Andrew,Gibson,46,Partner,Single,Male,Control and instrumentation engineer,None,None
7963,16,Farthing Ridges,Glenn,Brown,14,Son,NA,Male,Student,None,NA
7964,17,Farthing Ridges,Marilyn,Walker,52,Head,Married,Female,Metallurgist,None,None
7965,17,Farthing Ridges,Allan,Walker,55,Husband,Married,Male,Higher education careers adviser,None,None
7966,17,Farthing Ridges,Gail,Walker,16,Daughter,NA,Female,Student,None,NA
7967,18,Farthing Ridges,Duncan,Walker,19,Head,Single,Male,University Student,None,None
7968,18,Farthing Ridges,Hugh,Parker,20,None,Single,Male,University Student,None,Christian
7969,18,Farthing Ridges,Damian,Green,22,None,Single,Male,University Student,None,None
7970,19,Farthing Ridges,Nicole,Moss,58,Head,Single,Female,Product designer,None,Christian
7971,19,Farthing Ridges,Glen,Moss,28,Son,Single,Male,"Engineer, petroleum",None,Christian
7972,19,Farthing Ridges,Brenda,Moss,25,Daughter,Single,Female,Unemployed,None,None
7973,20,Farthing Ridges,Debra,Ford,70,Head,Widowed,Female,Unemployed,None,Christian
7974,20,Farthing Ridges,Glen,Ford,41,Son,Divorced,Male,Museum education officer,None,None
7975,20,Farthing Ridges,Nathan,Ford,40,Son,Divorced,Male,"Scientist, marine",None,Christian
7976,21,Farthing Ridges,Kirsty,Wood,27,Head,Single,Female,Patent examiner,Mental Disability,None
7977,21,Farthing Ridges,Dawn,Wood,2,Daughter,NA,Female,Child,None,NA
7978,21,Farthing Ridges,Danny,Gray,38,Visitor,Single,Male,Unemployed,None,None
7979,22,Farthing Ridges,Joanne,Bartlett,35,Head,Single,Female,Unemployed,None,Christian
7980,22,Farthing Ridges,William,Bartlett,3,Son,NA,male,Child,None,NA
7981,22,Farthing Ridges,Charlie,Williams,18,Sibling,Single,Male,Student,None,NA
7982,22,Farthing Ridges,Francis,Cameron,49,Lodger,Divorced,Male,Intelligence analyst,None,None
7983,23,Farthing Ridges,Ryan,Parker,54,Head,Single,Male,Unemployed,None,Christian
7984,23,Farthing Ridges,Lisa,Atkinson,44,None,Single,Female,Land/geomatics surveyor,None,Christian
7985,24,Farthing Ridges,Georgina,Adams,28,Head,Married,Female,Gaffer,None,Sikh
7986,24,Farthing Ridges,Leslie,Adams,34,Husband,Married,Male,Public house manager,None,Sikh
7987,24,Farthing Ridges,Jade,Adams,6,Daughter,NA,Female,Student,None,NA
7988,25,Farthing Ridges,Joanna,Wilson,43,Head,Single,Female,"Copywriter, advertising",None,Catholic
7989,25,Farthing Ridges,Brenda,Wilson,16,Daughter,NA,Female,Student,None,NA
7990,25,Farthing Ridges,Wendy,Wilson,14,Daughter,NA,Female,Student,None,NA
7991,26,Farthing Ridges,Elaine,Clark,25,Head,Divorced,Female,Fitness centre manager,None,None
7992,27,Farthing Ridges,Anthony,Peters,59,Head,Single,Male,Merchant navy officer,None,Christian
7993,27,Farthing Ridges,Chelsea,Peters,14,Granddaughter,NA,Female,Student,None,NA
7994,27,Farthing Ridges,Emma,Peters,12,Granddaughter,NA,Female,Student,None,NA
7995,27,Farthing Ridges,Jenna,Williamson,10,Granddaughter,NA,Female,Student,None,NA
7996,27,Farthing Ridges,Rosie,Williamson,9,Granddaughter,NA,Female,Student,None,NA
7997,28,Farthing Ridges,Tina,Johnson,50,Head,Married,Female,Chief Financial Officer,None,Christian
7998,28,Farthing Ridges,Conor,Johnson,50,Husband,Married,Male,Land,None,Christian
7999,28,Farthing Ridges,Mitchell,Johnson,11,Son,NA,Male,Student,None,NA
8000,29,Farthing Ridges,Beth,Taylor,33,Head,Married,Female,Special educational needs teacher,None,None
8001,29,Farthing Ridges,Richard,Taylor,36,Husband,Married,Male,Audiological scientist,None,None
8002,29,Farthing Ridges,Colin,Taylor,8,Son,NA,Male,Student,None,NA
8003,29,Farthing Ridges,Helen,Taylor,4,Daughter,NA,Female,Child,None,NA
8004,29,Farthing Ridges,Bradley,Taylor,1,Son,NA,Male,Child,None,NA
8005,29,Farthing Ridges,Jenna,Myers,56,Sibling,Divorced,Female,"Psychologist, sport and exercise",None,None
8006,30,Farthing Ridges,Rebecca,Lewis,65,Head,Married,Female,Hospital doctor,None,Christian
8007,30,Farthing Ridges,Julian,Lewis,69,Husband,Married,Male,Retired English as a second language teacher,None,Christian
8008,30,Farthing Ridges,Jade,Lewis,40,Daughter,Widowed,Female,Public librarian,None,Christian
8009,31,Farthing Ridges,Melanie,Jones,44,Head,Married,Female,"Geologist, engineering",None,Christian
8010,31,Farthing Ridges,Edward,Jones,46,Husband,Married,male,Analytical chemist,None,Christian
8011,31,Farthing Ridges,Brandon,Jones,14,Son,NA,Male,Student,None,NA
8012,32,Farthing Ridges,Bernard,Collier,60,Head,Single,Male,Insurance underwriter,None,Christian
8013,32,Farthing Ridges,Hannah,Lord,55,Partner,Single,Female,Psychiatric nurse,None,Christian
8014,32,Farthing Ridges,Gail,Collier,18,Daughter,Divorced,Female,Student,None,Christian
8015,32,Farthing Ridges,Pamela,Collier,15,Daughter,NA,Female,Student,None,NA
8016,32,Farthing Ridges,Kieran,Collier,14,Son,NA,Male,Student,None,NA
8017,33,Farthing Ridges,Elizabeth,Parsons,41,Head,Divorced,Female,Unemployed,None,None
8018,33,Farthing Ridges,Tina,Parsons,17,Daughter,NA,Female,Student,None,NA
8019,33,Farthing Ridges,Jeffrey,Parsons,17,Son,NA,Male,Student,None,NA
8020,34,Farthing Ridges,Kyle,Cooper-Webb,25,Head,Divorced,Male,Podiatrist,None,Catholic
8021,34,Farthing Ridges,Clive,Cooper-Webb,3,Son,NA,Male,Child,None,NA
